1401728400,8063939434
1401732000,8077132333.5
1401735600,8102646977.5
1401739200,8172619523.25
1401742800,8311450574.75
1401746400,8412809577.5
1401750000,8517694148.75
1401753600,8469856432
1401757200,8493010748.75
1401760800,8436690698.75
1401764400,8447426267.25
1401768000,8481604108.5
1401771600,8552557326.5
1401775200,8584051598.5
1401778800,8485178807.25
1401782400,8501026683
1401786000,8502186501
1401789600,8468679199.75
1401793200,8403341892
1401796800,8414796947
1401800400,8435159663.75
1401804000,8442552187.25
1401807600,8473584561.25
1401811200,8549149551
1401814800,8572030388.75
1401818400,8590859278
1401822000,8592100346.5
1401825600,8580614607.25
1401829200,8557523341
1401832800,8565660359.75
1401836400,8574869178
1401840000,8588942725
1401843600,8543900867
1401847200,8321887742.75
1401850800,8117590651
1401854400,8113353788
1401858000,8151827828.5
1401861600,8141211147.25
1401865200,8187038964
1401868800,8195740530
1401872400,8160539662.5
1401876000,8199246143.25
1401879600,8203645531.25
1401883200,8204851172
1401886800,8205778987.75
1401890400,8259694203.25
1401894000,8349540004.75
1401897600,8331777263.25
1401901200,8329145155.25
1401904800,8312766057.5
1401908400,8265377911
1401915600,8279557013.5
1401922800,8282283698
1401926400,8281626512.75
1401930000,8252723515.25
1401933600,8276557241.5
1401937200,8265881825.5
1401940800,8292402484
1401944400,8288651717
1401948000,8323385517.75
1401951600,8316604498.75
1401955200,8300945609.5
1401958800,8297765266.75
1401962400,8306892879.25
1401966000,8325792398
1401969600,8337365846.25
1401973200,8426444533.75
1401976800,8492485861.75
1401980400,8516721576
1401984000,8494389293.25
1401987600,8451565811.25
1401991200,8398958747.75
1401994800,8436987583.75
1401998400,8436128550.75
1402002000,8436202547.5
1402005600,8448073453
1402009200,8487417824.25
1402012800,8482472604.75
1402016400,8438712079
1402020000,8451135320
1402023600,8456379929
1402027200,8444861389.75
1402030800,8438764440
1402034400,8399368792
1402038000,8410176427.25
1402041600,8449197206.5
1402045200,8461408385.5
1402048800,8486211454
1402052400,8444550532.25
1402056000,8467469318.5
1402059600,8483535944.25
1402063200,8470598875.75
1402066800,8487730750
1402070400,8472060726.5
1402074000,8443764525
1402077600,8444938751
1402081200,8454478253.75
1402084800,8412423557.25
1402088400,8411557128.75
1402092000,8414891580
1402095600,8415572665.5
1402099200,8418436296.25
1402102800,8377518193.75
1402106400,8353316890.75
1402110000,8351623021
1402113600,8369760198.75
1402117200,8411649049.75
1402120800,8399036229.25
1402124400,8397698565
1402128000,8402100545.5
1402131600,8401209617
1402135200,8396346625.5
1402138800,8398772382
1402142400,8404100151.5
1402146000,8447567926.25
1402149600,8428565449
1402153200,8413540649.5
1402156800,8406999476.25
1402160400,8406055262.5
1402164000,8408077972.25
1402167600,8402189806.75
1402171200,8413209524
1402174800,8411924239.75
1402178400,8414095743.25
1402182000,8424897818.75
1402185600,8425464830.75
1402189200,8427339744.75
1402192800,8462528311.25
1402196400,8465237069
1402200000,8441358024.25
1402203600,8439351280
1402207200,8434523567.5
1402210800,8438591075.75
1402214400,8463652482.75
1402218000,8463420978.75
1402221600,8464515896.75
1402225200,8464351417.75
1402228800,8440753442.25
1402232400,8459043960.5
1402236000,8464853517.25
1402239600,8463412342.25
1402243200,8447627559.25
1402246800,8441335421
1402250400,8429969442.25
1402254000,8430382172
1402257600,8421979104
1402261200,8435938348.75
1402264800,8439478821.75
1402268400,8435790940.5
1402272000,8435843029.5
1402275600,8437033934.75
1402279200,8456899454.5
1402282800,8443089937.25
1402286400,8442236681.75
1402290000,8441204084.75
1402293600,8404975789.75
1402297200,8347121625.25
1402300800,8341881334.25
1402304400,8324682426
1402308000,8334612820.25
1402311600,8363242563
1402315200,8358135136.75
1402318800,8357743407
1402322400,8356073106.5
1402326000,8360928579.75
1402333200,8361333301.75
1402336800,8362241098
1402340400,8355316026
1402344000,8381210376.25
1402347600,8365594297
1402351200,8345251605.75
1402354800,8344336926.5
1402358400,8352213446.25
1402362000,8367786064.5
1402365600,8357335849
1402369200,8345029045
1402372800,8346752512
1402376400,8353047155
1402380000,8354157911
1402383600,8389087270
1402387200,8468336878.25
1402390800,8469117029
1402394400,8444617232.75
1402398000,8440209944
1402401600,8442854264.5
1402405200,8436929343.75
1402408800,8440711062.25
1402412400,8446205825.5
1402416000,8454736466.5
1402419600,8459495031
1402423200,8454581197.75
1402426800,8431492797.75
1402430400,8422793899.5
1402434000,8415440595.5
